0.10836,-0.23728,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.00123
0.30878,-0.50549,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.001726
0.50909,-0.63142,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0019084
0.70948,-0.71805,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017272
0.90974,-0.71152,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017276
1.0098,-0.74255,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017308
1.1101,-0.76824,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.001734
1.2102,-0.78939,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017324
1.3104,-0.78591,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017284
1.4106,-0.73101,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017272
1.5107,-0.71673,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017276
1.6108,-0.69424,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017308
1.711,-0.69169,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017296
1.8112,-0.69529,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017284
1.9113,-0.63644,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.001728
2.0115,-0.66542,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017312
2.1116,-0.7554,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017216
2.2118,-0.74996,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017248
2.3119,-0.66598,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017284
2.4121,-0.681,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.001736
2.5122,-0.68898,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017312
2.6124,-0.70304,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017276
2.7125,-0.7197,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017292
2.8127,-0.74453,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017312
2.9129,-0.753,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017296
3.013,-0.77297,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017292
3.1131,-0.73734,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017328
3.2134,-0.79902,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017272
3.3135,-0.79435,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017288
3.4137,-0.74217,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017304
3.5138,-0.71984,NaN,NaN,0,0,0,0.001,0,0,0.02,0,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0017284
3.614,-0.68906,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0027476
3.7141,-0.67249,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037512
3.8143,-0.71501,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037572
3.9145,-0.95475,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003744
4.0147,-0.80169,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037584
4.1148,-0.73153,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037508
4.215,-0.87424,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037556
4.3152,-0.084379,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037532
4.4154,-0.29693,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037508
4.5155,-0.32548,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037444
4.6157,0.072599,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037448
4.7158,1.0817,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037448
4.8159,2.1598,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037496
4.916,3.1485,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037504
5.0162,4.0965,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037512
5.1163,4.9105,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037448
5.2165,3.8612,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003744
5.3166,5.5282,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037488
5.4168,4.5111,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003748
5.5169,6.642,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037508
5.617,8.1225,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037464
5.7172,11.271,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037464
5.8173,11.383,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037496
5.9175,11.866,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003746
6.0176,12.328,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037504
6.1178,13.03,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037484
6.218,13.499,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037476
6.3182,14.167,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003748
6.4183,14.686,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037416
6.5184,15.369,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037476
6.6185,15.936,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037472
6.7187,16.541,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003744
6.8189,17.085,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037396
6.9191,17.538,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003744
7.0193,18.19,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037364
7.1195,18.657,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037428
7.2196,19.292,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003744
7.3197,21.026,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037484
7.4198,20.848,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003748
7.5199,19.166,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037432
7.6201,20.281,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037424
7.7202,21.953,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037428
7.8204,22.386,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037356
7.9205,22.689,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037436
8.0206,23.033,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037432
8.1207,23.54,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037456
8.2208,23.935,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003746
8.321,24.231,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037444
8.4212,24.796,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037408
8.5214,25.215,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037448
8.6215,25.433,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037444
8.7217,25.858,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037428
8.8218,26.242,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037388
8.9219,26.54,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037416
9.022,26.751,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037472
9.1223,27.267,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037416
9.2223,27.656,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037408
9.3225,27.908,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037456
9.4225,28.135,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003742
9.5227,28.647,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037428
9.6228,28.956,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037448
9.7229,29.217,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037348
9.8231,29.31,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.0037468
9.9232,29.803,NaN,NaN,2,2,0,0.001,0,0,0.02,2,0,13,-13,-5,5,-2.5,2.5,-13,0,13,0.01,1,0.003742
